indicator_id,district_id,district_name,sector_id,sector_name,indicator_name,indicator_value,unit,indicator_definition,population_or_denominator,reference_period,data_type,source_document_id,printed_page,table_or_figure,extraction_status,quality_note,verified_by,verification_date,notes
IND0138,D003,Nagpur,SEC_LOG,Logistics,Industry Size,125,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0139,D003,Nagpur,SEC_AGRI,Agriculture,Industry Size,37,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0140,D003,Nagpur,SEC_CAP,Capital Goods,Industry Size,27,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0141,D003,Nagpur,SEC_CONST,Construction,Industry Size,25,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0142,D003,Nagpur,SEC_FOOD,Food Processing,Industry Size,23,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0143,D003,Nagpur,SEC_APP,Apparel,Industry Size,1,Employees,Number of employees in surveyed organizations,NA,2022-23,Industry Survey,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0144,D003,Nagpur,SEC_AERO,Aerospace & Aviation,MSSDS Training,299,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0145,D003,Nagpur,SEC_AGRI,Agriculture,MSSDS Training,1290,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0146,D003,Nagpur,SEC_APP,Apparel,MSSDS Training,1070,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0147,D003,Nagpur,SEC_AUTO,Automotive,MSSDS Training,50,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0148,D003,Nagpur,SEC_BEAU,Beauty & Wellness,MSSDS Training,479,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0149,D003,Nagpur,SEC_CAP,Capital Goods,MSSDS Training,190,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0150,D003,Nagpur,SEC_DOM,Domestic Workers,MSSDS Training,150,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0151,D003,Nagpur,SEC_ELEC,Electronics,MSSDS Training,399,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0152,D003,Nagpur,SEC_FOOD,Food Processing,MSSDS Training,150,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0153,D003,Nagpur,SEC_GEM,Gem & Jewellery,MSSDS Training,685,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0154,D003,Nagpur,SEC_GREEN,Green Jobs,MSSDS Training,200,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0155,D003,Nagpur,SEC_INST,Instrumentation,MSSDS Training,3875,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0156,D003,Nagpur,SEC_IT,IT/ITeS,MSSDS Training,400,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0157,D003,Nagpur,SEC_LIFE,Life Science,MSSDS Training,60,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0158,D003,Nagpur,SEC_MGMT,Management,MSSDS Training,330,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0159,D003,Nagpur,SEC_MEDIA,Media & Entertainment,MSSDS Training,2810,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0160,D003,Nagpur,SEC_POWER,Power,MSSDS Training,260,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0161,D003,Nagpur,SEC_TELECOM,Telecom,MSSDS Training,530,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
IND0162,D003,Nagpur,SEC_TOUR,Tourism & Hospitality,MSSDS Training,1394,Candidates,Candidates trained under MSSDS schemes,NA,2022-23,MSSDS,MSSDS_MSNAS_2023,239,Inference Table,Extracted,,,,
